0.7372098, 0.30495542, 0.11912185, 0.88531226
0.5105061, 0.91975033, 0.46448505, 0.34526062
0.2837972, 0.53498083, 0.8094075, 0.8052091
5.7088375e-2, 0.14977568, 0.1543299, 0.26515746
0.83037955, 0.7650113, 0.4996931, 0.7251058
0.60367584, 0.38024694, 0.8446155, 0.1846031
0.37696695, 0.99504185, 0.1899839, 0.6445515
0.15025812, 0.61027235, 0.53490114, 0.10449988
0.9235493, 0.22550797, 0.87982357, 0.5644431
0.6968456, 0.8403028, 0.22519195, 2.4391532e-2
0.4701367, 0.45553845, 0.5701092, 0.4843399
0.24342787, 7.033336e-2, 0.91503155, 0.9442831
1.6719043e-2, 0.68556386, 0.26039994, 0.40423155
0.79001534, 0.3007995, 0.6053172, 0.8641799
0.56330645, 0.91559434, 0.9502396, 0.32412833
0.33659762, 0.53082997, 0.29560798, 0.78407675
0.10988879, 0.14606565, 0.6405252, 0.24402511
0.8831851, 0.7608554, 0.98544765, 0.7035224
0.6564762, 0.376091, 0.33081603, 0.1634708
0.42976737, 0.99088067, 0.67573327, 0.62341917
0.20305854, 0.6061215, 2.0655692e-2, 8.33624e-2
0.97635484, 0.22135204, 0.36602408, 0.5433108
0.74964595, 0.8361469, 0.7109413, 3.259182e-3
0.5229371, 0.45138252, 5.5863738e-2, 0.46320242
0.2962283, 6.6618145e-2, 0.40123212, 0.92315084
6.9524586e-2, 0.681413, 0.74614936, 0.38310438
0.8428157, 0.29664356, 9.1071784e-2, 0.8430476
0.61610687, 0.9114332, 0.43644017, 0.30299604
0.38939804, 0.52667403, 0.7813574, 0.76249844
0.16269433, 0.14190966, 0.12627983, 0.22244167
0.93598545, 0.7567045, 0.47164822, 0.6823901
0.7092766, 0.37193507, 0.81656545, 0.14233845
0.4825678, 0.9871707, 0.16148788, 0.6022817
0.25586408, 0.60196555, 0.50685626, 6.223011e-2
2.9155195e-2, 0.21720117, 0.8517735, 0.5221785
0.80244637, 0.83243686, 0.19669592, 0.9821217
0.57573754, 0.44722658, 0.5420643, 0.44207013
0.34903383, 6.246221e-2, 0.88698155, 0.9020237
0.12232494, 0.67725706, 0.23190397, 0.3619669
0.8956161, 0.2924927, 0.57727236, 0.8219153
0.6689073, 0.9077284, 0.9221896, 0.28141773
0.44220352, 0.5225181, 0.26711202, 0.74136096
0.21549469, 0.13775373, 0.6124804, 0.20130938
0.98878586, 0.75298935, 0.95739764, 0.66125774
0.76208216, 0.3677842, 0.30232006, 0.12120098
0.5353733, 0.9830199, 0.64768326, 0.5811494
0.30866444, 0.5978096, 0.9926057, 4.109776e-2
8.195561e-2, 0.21304524, 0.33797407, 0.501041
0.8552519, 0.82828087, 0.6828913, 0.9609894
0.628543, 0.44307572, 2.7813733e-2, 0.42094296
0.4018342, 5.8311403e-2, 0.37318212, 0.8808862
0.17512536, 0.6735419, 0.71809936, 0.34038866
